,Region,Country,State,City,Month,Day,Year,AvgTemperature,AvgTemp_Celcius,data,mes_ano
5300,South/Central America & Carribean,Brazil,,Brasilia,8,17,2009,67.8,19.88888888888889,2009-08-17,2009-08
5301,South/Central America & Carribean,Brazil,,Brasilia,8,18,2009,68.4,20.222222222222225,2009-08-18,2009-08
5302,South/Central America & Carribean,Brazil,,Brasilia,8,19,2009,69.8,21.0,2009-08-19,2009-08
5303,South/Central America & Carribean,Brazil,,Brasilia,8,20,2009,73.0,22.77777777777778,2009-08-20,2009-08
5304,South/Central America & Carribean,Brazil,,Brasilia,8,21,2009,71.0,21.666666666666668,2009-08-21,2009-08
5305,South/Central America & Carribean,Brazil,,Brasilia,8,22,2009,72.1,22.277777777777775,2009-08-22,2009-08
5306,South/Central America & Carribean,Brazil,,Brasilia,8,23,2009,72.2,22.333333333333332,2009-08-23,2009-08
5307,South/Central America & Carribean,Brazil,,Brasilia,8,24,2009,67.7,19.833333333333332,2009-08-24,2009-08
5308,South/Central America & Carribean,Brazil,,Brasilia,8,25,2009,65.7,18.72222222222222,2009-08-25,2009-08
5309,South/Central America & Carribean,Brazil,,Brasilia,8,26,2009,66.4,19.111111111111114,2009-08-26,2009-08
5310,South/Central America & Carribean,Brazil,,Brasilia,8,27,2009,65.1,18.388888888888886,2009-08-27,2009-08
5311,South/Central America & Carribean,Brazil,,Brasilia,8,28,2009,66.8,19.333333333333332,2009-08-28,2009-08
5312,South/Central America & Carribean,Brazil,,Brasilia,8,29,2009,69.8,21.0,2009-08-29,2009-08
5313,South/Central America & Carribean,Brazil,,Brasilia,8,30,2009,70.8,21.555555555555557,2009-08-30,2009-08
5314,South/Central America & Carribean,Brazil,,Brasilia,8,31,2009,70.0,21.11111111111111,2009-08-31,2009-08
5315,South/Central America & Carribean,Brazil,,Brasilia,9,1,2009,70.1,21.166666666666664,2009-09-01,2009-09
5316,South/Central America & Carribean,Brazil,,Brasilia,9,2,2009,73.7,23.166666666666668,2009-09-02,2009-09
5317,South/Central America & Carribean,Brazil,,Brasilia,9,3,2009,75.1,23.944444444444443,2009-09-03,2009-09
5318,South/Central America & Carribean,Brazil,,Brasilia,9,4,2009,72.9,22.722222222222225,2009-09-04,2009-09
5319,South/Central America & Carribean,Brazil,,Brasilia,9,5,2009,72.5,22.5,2009-09-05,2009-09
5320,South/Central America & Carribean,Brazil,,Brasilia,9,6,2009,69.5,20.833333333333332,2009-09-06,2009-09
5321,South/Central America & Carribean,Brazil,,Brasilia,9,7,2009,70.0,21.11111111111111,2009-09-07,2009-09
5322,South/Central America & Carribean,Brazil,,Brasilia,9,8,2009,70.5,21.38888888888889,2009-09-08,2009-09
5323,South/Central America & Carribean,Brazil,,Brasilia,9,9,2009,73.4,23.000000000000004,2009-09-09,2009-09
5324,South/Central America & Carribean,Brazil,,Brasilia,9,10,2009,72.3,22.38888888888889,2009-09-10,2009-09
5325,South/Central America & Carribean,Brazil,,Brasilia,9,11,2009,71.5,21.944444444444443,2009-09-11,2009-09
5326,South/Central America & Carribean,Brazil,,Brasilia,9,12,2009,70.7,21.5,2009-09-12,2009-09
5327,South/Central America & Carribean,Brazil,,Brasilia,9,13,2009,71.7,22.055555555555557,2009-09-13,2009-09
5328,South/Central America & Carribean,Brazil,,Brasilia,9,14,2009,73.7,23.166666666666668,2009-09-14,2009-09
5329,South/Central America & Carribean,Brazil,,Brasilia,9,15,2009,75.8,24.333333333333332,2009-09-15,2009-09
5330,South/Central America & Carribean,Brazil,,Brasilia,9,16,2009,75.8,24.333333333333332,2009-09-16,2009-09
5331,South/Central America & Carribean,Brazil,,Brasilia,9,17,2009,75.7,24.27777777777778,2009-09-17,2009-09
5332,South/Central America & Carribean,Brazil,,Brasilia,9,18,2009,77.6,25.33333333333333,2009-09-18,2009-09
5333,South/Central America & Carribean,Brazil,,Brasilia,9,19,2009,74.3,23.5,2009-09-19,2009-09
5334,South/Central America & Carribean,Brazil,,Brasilia,9,20,2009,73.2,22.88888888888889,2009-09-20,2009-09
5335,South/Central America & Carribean,Brazil,,Brasilia,9,21,2009,71.4,21.888888888888893,2009-09-21,2009-09
5336,South/Central America & Carribean,Brazil,,Brasilia,9,22,2009,68.2,20.11111111111111,2009-09-22,2009-09
5337,South/Central America & Carribean,Brazil,,Brasilia,9,23,2009,70.5,21.38888888888889,2009-09-23,2009-09
5338,South/Central America & Carribean,Brazil,,Brasilia,9,24,2009,71.9,22.16666666666667,2009-09-24,2009-09
5339,South/Central America & Carribean,Brazil,,Brasilia,9,25,2009,73.8,23.22222222222222,2009-09-25,2009-09
5340,South/Central America & Carribean,Brazil,,Brasilia,9,26,2009,74.4,23.555555555555557,2009-09-26,2009-09
5341,South/Central America & Carribean,Brazil,,Brasilia,9,27,2009,73.8,23.22222222222222,2009-09-27,2009-09
5342,South/Central America & Carribean,Brazil,,Brasilia,9,28,2009,75.4,24.111111111111114,2009-09-28,2009-09
5343,South/Central America & Carribean,Brazil,,Brasilia,9,29,2009,75.4,24.111111111111114,2009-09-29,2009-09
5344,South/Central America & Carribean,Brazil,,Brasilia,9,30,2009,75.8,24.333333333333332,2009-09-30,2009-09
5345,South/Central America & Carribean,Brazil,,Brasilia,10,1,2009,75.8,24.333333333333332,2009-10-01,2009-10
5346,South/Central America & Carribean,Brazil,,Brasilia,10,2,2009,74.8,23.77777777777778,2009-10-02,2009-10
5347,South/Central America & Carribean,Brazil,,Brasilia,10,3,2009,73.3,22.944444444444443,2009-10-03,2009-10
5348,South/Central America & Carribean,Brazil,,Brasilia,10,4,2009,74.8,23.77777777777778,2009-10-04,2009-10
5349,South/Central America & Carribean,Brazil,,Brasilia,10,5,2009,73.6,23.111111111111107,2009-10-05,2009-10
5350,South/Central America & Carribean,Brazil,,Brasilia,10,6,2009,72.7,22.61111111111111,2009-10-06,2009-10
5351,South/Central America & Carribean,Brazil,,Brasilia,10,7,2009,75.6,24.222222222222218,2009-10-07,2009-10
5352,South/Central America & Carribean,Brazil,,Brasilia,10,8,2009,73.0,22.77777777777778,2009-10-08,2009-10
5353,South/Central America & Carribean,Brazil,,Brasilia,10,9,2009,71.6,21.999999999999996,2009-10-09,2009-10
5354,South/Central America & Carribean,Brazil,,Brasilia,10,10,2009,72.8,22.666666666666668,2009-10-10,2009-10
5355,South/Central America & Carribean,Brazil,,Brasilia,10,11,2009,75.0,23.88888888888889,2009-10-11,2009-10
5356,South/Central America & Carribean,Brazil,,Brasilia,10,12,2009,73.3,22.944444444444443,2009-10-12,2009-10
5357,South/Central America & Carribean,Brazil,,Brasilia,10,13,2009,72.9,22.722222222222225,2009-10-13,2009-10
5358,South/Central America & Carribean,Brazil,,Brasilia,10,14,2009,72.0,22.22222222222222,2009-10-14,2009-10
5359,South/Central America & Carribean,Brazil,,Brasilia,10,15,2009,74.7,23.72222222222222,2009-10-15,2009-10
5360,South/Central America & Carribean,Brazil,,Brasilia,10,16,2009,73.3,22.944444444444443,2009-10-16,2009-10
5361,South/Central America & Carribean,Brazil,,Brasilia,10,17,2009,75.4,24.111111111111114,2009-10-17,2009-10
5362,South/Central America & Carribean,Brazil,,Brasilia,10,18,2009,73.3,22.944444444444443,2009-10-18,2009-10
5363,South/Central America & Carribean,Brazil,,Brasilia,10,19,2009,71.1,21.722222222222218,2009-10-19,2009-10
5364,South/Central America & Carribean,Brazil,,Brasilia,10,20,2009,70.1,21.166666666666664,2009-10-20,2009-10
5365,South/Central America & Carribean,Brazil,,Brasilia,10,21,2009,71.7,22.055555555555557,2009-10-21,2009-10
5366,South/Central America & Carribean,Brazil,,Brasilia,10,22,2009,73.2,22.88888888888889,2009-10-22,2009-10
5367,South/Central America & Carribean,Brazil,,Brasilia,10,23,2009,72.8,22.666666666666668,2009-10-23,2009-10
5368,South/Central America & Carribean,Brazil,,Brasilia,10,24,2009,73.6,23.111111111111107,2009-10-24,2009-10
5369,South/Central America & Carribean,Brazil,,Brasilia,10,25,2009,73.4,23.000000000000004,2009-10-25,2009-10
5370,South/Central America & Carribean,Brazil,,Brasilia,10,26,2009,71.9,22.16666666666667,2009-10-26,2009-10
5371,South/Central America & Carribean,Brazil,,Brasilia,10,27,2009,72.6,22.555555555555554,2009-10-27,2009-10
5372,South/Central America & Carribean,Brazil,,Brasilia,10,28,2009,71.8,22.11111111111111,2009-10-28,2009-10
5373,South/Central America & Carribean,Brazil,,Brasilia,10,29,2009,70.8,21.555555555555557,2009-10-29,2009-10
5374,South/Central America & Carribean,Brazil,,Brasilia,10,30,2009,73.3,22.944444444444443,2009-10-30,2009-10
5375,South/Central America & Carribean,Brazil,,Brasilia,10,31,2009,71.2,21.77777777777778,2009-10-31,2009-10
5376,South/Central America & Carribean,Brazil,,Brasilia,11,1,2009,72.5,22.5,2009-11-01,2009-11
5377,South/Central America & Carribean,Brazil,,Brasilia,11,2,2009,72.6,22.555555555555554,2009-11-02,2009-11
5378,South/Central America & Carribean,Brazil,,Brasilia,11,3,2009,72.5,22.5,2009-11-03,2009-11
5379,South/Central America & Carribean,Brazil,,Brasilia,11,4,2009,72.9,22.722222222222225,2009-11-04,2009-11
5380,South/Central America & Carribean,Brazil,,Brasilia,11,5,2009,69.9,21.055555555555557,2009-11-05,2009-11
5381,South/Central America & Carribean,Brazil,,Brasilia,11,6,2009,70.1,21.166666666666664,2009-11-06,2009-11
5382,South/Central America & Carribean,Brazil,,Brasilia,11,7,2009,71.4,21.888888888888893,2009-11-07,2009-11
5383,South/Central America & Carribean,Brazil,,Brasilia,11,8,2009,71.6,21.999999999999996,2009-11-08,2009-11
5384,South/Central America & Carribean,Brazil,,Brasilia,11,9,2009,71.7,22.055555555555557,2009-11-09,2009-11
5385,South/Central America & Carribean,Brazil,,Brasilia,11,10,2009,74.4,23.555555555555557,2009-11-10,2009-11
5386,South/Central America & Carribean,Brazil,,Brasilia,11,11,2009,70.9,21.611111111111114,2009-11-11,2009-11
5387,South/Central America & Carribean,Brazil,,Brasilia,11,12,2009,72.9,22.722222222222225,2009-11-12,2009-11
5388,South/Central America & Carribean,Brazil,,Brasilia,11,13,2009,74.9,23.833333333333336,2009-11-13,2009-11
5389,South/Central America & Carribean,Brazil,,Brasilia,11,14,2009,78.3,25.72222222222222,2009-11-14,2009-11
5390,South/Central America & Carribean,Brazil,,Brasilia,11,15,2009,76.6,24.777777777777775,2009-11-15,2009-11
5391,South/Central America & Carribean,Brazil,,Brasilia,11,16,2009,77.6,25.33333333333333,2009-11-16,2009-11
5392,South/Central America & Carribean,Brazil,,Brasilia,11,17,2009,78.0,25.555555555555557,2009-11-17,2009-11
5393,South/Central America & Carribean,Brazil,,Brasilia,11,18,2009,75.8,24.333333333333332,2009-11-18,2009-11
5394,South/Central America & Carribean,Brazil,,Brasilia,11,19,2009,74.0,23.333333333333332,2009-11-19,2009-11
5395,South/Central America & Carribean,Brazil,,Brasilia,11,20,2009,74.6,23.666666666666664,2009-11-20,2009-11
5396,South/Central America & Carribean,Brazil,,Brasilia,11,21,2009,75.7,24.27777777777778,2009-11-21,2009-11
5397,South/Central America & Carribean,Brazil,,Brasilia,11,22,2009,75.6,24.222222222222218,2009-11-22,2009-11
5398,South/Central America & Carribean,Brazil,,Brasilia,11,23,2009,74.8,23.77777777777778,2009-11-23,2009-11
5399,South/Central America & Carribean,Brazil,,Brasilia,11,24,2009,74.1,23.388888888888886,2009-11-24,2009-11
5400,South/Central America & Carribean,Brazil,,Brasilia,11,25,2009,72.6,22.555555555555554,2009-11-25,2009-11
5401,South/Central America & Carribean,Brazil,,Brasilia,11,26,2009,72.4,22.444444444444446,2009-11-26,2009-11
5402,South/Central America & Carribean,Brazil,,Brasilia,11,27,2009,73.1,22.83333333333333,2009-11-27,2009-11
5403,South/Central America & Carribean,Brazil,,Brasilia,11,28,2009,74.8,23.77777777777778,2009-11-28,2009-11
5404,South/Central America & Carribean,Brazil,,Brasilia,11,29,2009,73.0,22.77777777777778,2009-11-29,2009-11
5405,South/Central America & Carribean,Brazil,,Brasilia,11,30,2009,72.0,22.22222222222222,2009-11-30,2009-11
5406,South/Central America & Carribean,Brazil,,Brasilia,12,1,2009,70.9,21.611111111111114,2009-12-01,2009-12
5407,South/Central America & Carribean,Brazil,,Brasilia,12,2,2009,70.4,21.333333333333336,2009-12-02,2009-12
5408,South/Central America & Carribean,Brazil,,Brasilia,12,3,2009,71.2,21.77777777777778,2009-12-03,2009-12
5409,South/Central America & Carribean,Brazil,,Brasilia,12,4,2009,70.7,21.5,2009-12-04,2009-12
5410,South/Central America & Carribean,Brazil,,Brasilia,12,5,2009,70.5,21.38888888888889,2009-12-05,2009-12
5411,South/Central America & Carribean,Brazil,,Brasilia,12,6,2009,68.1,20.055555555555554,2009-12-06,2009-12
5412,South/Central America & Carribean,Brazil,,Brasilia,12,7,2009,69.6,20.888888888888886,2009-12-07,2009-12
5413,South/Central America & Carribean,Brazil,,Brasilia,12,8,2009,72.6,22.555555555555554,2009-12-08,2009-12
5414,South/Central America & Carribean,Brazil,,Brasilia,12,9,2009,71.9,22.16666666666667,2009-12-09,2009-12
5415,South/Central America & Carribean,Brazil,,Brasilia,12,10,2009,69.9,21.055555555555557,2009-12-10,2009-12
5416,South/Central America & Carribean,Brazil,,Brasilia,12,11,2009,74.2,23.444444444444443,2009-12-11,2009-12
5417,South/Central America & Carribean,Brazil,,Brasilia,12,12,2009,74.2,23.444444444444443,2009-12-12,2009-12
5418,South/Central America & Carribean,Brazil,,Brasilia,12,13,2009,74.1,23.388888888888886,2009-12-13,2009-12
5419,South/Central America & Carribean,Brazil,,Brasilia,12,14,2009,71.9,22.16666666666667,2009-12-14,2009-12
5420,South/Central America & Carribean,Brazil,,Brasilia,12,15,2009,71.7,22.055555555555557,2009-12-15,2009-12
5421,South/Central America & Carribean,Brazil,,Brasilia,12,16,2009,75.6,24.222222222222218,2009-12-16,2009-12
5422,South/Central America & Carribean,Brazil,,Brasilia,12,17,2009,75.6,24.222222222222218,2009-12-17,2009-12
5423,South/Central America & Carribean,Brazil,,Brasilia,12,18,2009,71.0,21.666666666666668,2009-12-18,2009-12
5424,South/Central America & Carribean,Brazil,,Brasilia,12,19,2009,70.4,21.333333333333336,2009-12-19,2009-12
5425,South/Central America & Carribean,Brazil,,Brasilia,12,20,2009,72.7,22.61111111111111,2009-12-20,2009-12
5426,South/Central America & Carribean,Brazil,,Brasilia,12,21,2009,69.7,20.944444444444443,2009-12-21,2009-12
5427,South/Central America & Carribean,Brazil,,Brasilia,12,22,2009,68.3,20.166666666666668,2009-12-22,2009-12
5428,South/Central America & Carribean,Brazil,,Brasilia,12,23,2009,71.3,21.833333333333332,2009-12-23,2009-12
5429,South/Central America & Carribean,Brazil,,Brasilia,12,24,2009,73.6,23.111111111111107,2009-12-24,2009-12
5430,South/Central America & Carribean,Brazil,,Brasilia,12,25,2009,71.9,22.16666666666667,2009-12-25,2009-12
5431,South/Central America & Carribean,Brazil,,Brasilia,12,26,2009,72.7,22.61111111111111,2009-12-26,2009-12
5432,South/Central America & Carribean,Brazil,,Brasilia,12,27,2009,72.8,22.666666666666668,2009-12-27,2009-12
5433,South/Central America & Carribean,Brazil,,Brasilia,12,28,2009,70.8,21.555555555555557,2009-12-28,2009-12
5434,South/Central America & Carribean,Brazil,,Brasilia,12,29,2009,70.6,21.444444444444443,2009-12-29,2009-12
5435,South/Central America & Carribean,Brazil,,Brasilia,12,30,2009,72.3,22.38888888888889,2009-12-30,2009-12
5436,South/Central America & Carribean,Brazil,,Brasilia,12,31,2009,72.2,22.333333333333332,2009-12-31,2009-12
5437,South/Central America & Carribean,Brazil,,Brasilia,1,1,2010,71.6,21.999999999999996,2010-01-01,2010-01
5438,South/Central America & Carribean,Brazil,,Brasilia,1,2,2010,73.1,22.83333333333333,2010-01-02,2010-01
5439,South/Central America & Carribean,Brazil,,Brasilia,1,3,2010,75.2,24.0,2010-01-03,2010-01
5440,South/Central America & Carribean,Brazil,,Brasilia,1,4,2010,75.5,24.166666666666668,2010-01-04,2010-01
5441,South/Central America & Carribean,Brazil,,Brasilia,1,5,2010,75.7,24.27777777777778,2010-01-05,2010-01
5442,South/Central America & Carribean,Brazil,,Brasilia,1,6,2010,74.7,23.72222222222222,2010-01-06,2010-01
5443,South/Central America & Carribean,Brazil,,Brasilia,1,7,2010,71.1,21.722222222222218,2010-01-07,2010-01
5444,South/Central America & Carribean,Brazil,,Brasilia,1,8,2010,71.4,21.888888888888893,2010-01-08,2010-01
5445,South/Central America & Carribean,Brazil,,Brasilia,1,9,2010,74.0,23.333333333333332,2010-01-09,2010-01
5446,South/Central America & Carribean,Brazil,,Brasilia,1,10,2010,75.6,24.222222222222218,2010-01-10,2010-01
5447,South/Central America & Carribean,Brazil,,Brasilia,1,11,2010,75.4,24.111111111111114,2010-01-11,2010-01
5448,South/Central America & Carribean,Brazil,,Brasilia,1,12,2010,71.6,21.999999999999996,2010-01-12,2010-01
5449,South/Central America & Carribean,Brazil,,Brasilia,1,13,2010,70.2,21.22222222222222,2010-01-13,2010-01
5450,South/Central America & Carribean,Brazil,,Brasilia,1,14,2010,72.9,22.722222222222225,2010-01-14,2010-01
5451,South/Central America & Carribean,Brazil,,Brasilia,1,15,2010,73.7,23.166666666666668,2010-01-15,2010-01
5452,South/Central America & Carribean,Brazil,,Brasilia,1,16,2010,74.4,23.555555555555557,2010-01-16,2010-01
5453,South/Central America & Carribean,Brazil,,Brasilia,1,17,2010,74.8,23.77777777777778,2010-01-17,2010-01
5454,South/Central America & Carribean,Brazil,,Brasilia,1,18,2010,74.4,23.555555555555557,2010-01-18,2010-01
5455,South/Central America & Carribean,Brazil,,Brasilia,1,19,2010,74.2,23.444444444444443,2010-01-19,2010-01
5456,South/Central America & Carribean,Brazil,,Brasilia,1,20,2010,71.7,22.055555555555557,2010-01-20,2010-01
5457,South/Central America & Carribean,Brazil,,Brasilia,1,21,2010,70.9,21.611111111111114,2010-01-21,2010-01
5458,South/Central America & Carribean,Brazil,,Brasilia,1,22,2010,69.5,20.833333333333332,2010-01-22,2010-01
5459,South/Central America & Carribean,Brazil,,Brasilia,1,23,2010,68.0,20.0,2010-01-23,2010-01
5460,South/Central America & Carribean,Brazil,,Brasilia,1,24,2010,69.7,20.944444444444443,2010-01-24,2010-01
5461,South/Central America & Carribean,Brazil,,Brasilia,1,25,2010,69.3,20.72222222222222,2010-01-25,2010-01
5462,South/Central America & Carribean,Brazil,,Brasilia,1,26,2010,68.7,20.38888888888889,2010-01-26,2010-01
5463,South/Central America & Carribean,Brazil,,Brasilia,1,27,2010,70.7,21.5,2010-01-27,2010-01
5464,South/Central America & Carribean,Brazil,,Brasilia,1,28,2010,71.6,21.999999999999996,2010-01-28,2010-01
5465,South/Central America & Carribean,Brazil,,Brasilia,1,29,2010,74.6,23.666666666666664,2010-01-29,2010-01
5466,South/Central America & Carribean,Brazil,,Brasilia,1,30,2010,73.1,22.83333333333333,2010-01-30,2010-01
5467,South/Central America & Carribean,Brazil,,Brasilia,1,31,2010,72.4,22.444444444444446,2010-01-31,2010-01
5468,South/Central America & Carribean,Brazil,,Brasilia,2,1,2010,73.4,23.000000000000004,2010-02-01,2010-02
5469,South/Central America & Carribean,Brazil,,Brasilia,2,2,2010,75.0,23.88888888888889,2010-02-02,2010-02
5470,South/Central America & Carribean,Brazil,,Brasilia,2,3,2010,78.8,26.0,2010-02-03,2010-02
5471,South/Central America & Carribean,Brazil,,Brasilia,2,4,2010,76.5,24.72222222222222,2010-02-04,2010-02
5472,South/Central America & Carribean,Brazil,,Brasilia,2,5,2010,77.2,25.11111111111111,2010-02-05,2010-02
5473,South/Central America & Carribean,Brazil,,Brasilia,2,6,2010,74.0,23.333333333333332,2010-02-06,2010-02
5474,South/Central America & Carribean,Brazil,,Brasilia,2,7,2010,69.1,20.611111111111107,2010-02-07,2010-02
5475,South/Central America & Carribean,Brazil,,Brasilia,2,8,2010,70.3,21.27777777777778,2010-02-08,2010-02
5476,South/Central America & Carribean,Brazil,,Brasilia,2,9,2010,70.1,21.166666666666664,2010-02-09,2010-02
5477,South/Central America & Carribean,Brazil,,Brasilia,2,10,2010,70.7,21.5,2010-02-10,2010-02
5478,South/Central America & Carribean,Brazil,,Brasilia,2,11,2010,72.6,22.555555555555554,2010-02-11,2010-02
5479,South/Central America & Carribean,Brazil,,Brasilia,2,12,2010,73.1,22.83333333333333,2010-02-12,2010-02
5480,South/Central America & Carribean,Brazil,,Brasilia,2,13,2010,76.1,24.499999999999996,2010-02-13,2010-02
5481,South/Central America & Carribean,Brazil,,Brasilia,2,14,2010,74.6,23.666666666666664,2010-02-14,2010-02
5482,South/Central America & Carribean,Brazil,,Brasilia,2,15,2010,73.8,23.22222222222222,2010-02-15,2010-02
5483,South/Central America & Carribean,Brazil,,Brasilia,2,16,2010,73.6,23.111111111111107,2010-02-16,2010-02
5484,South/Central America & Carribean,Brazil,,Brasilia,2,17,2010,73.5,23.055555555555557,2010-02-17,2010-02
5485,South/Central America & Carribean,Brazil,,Brasilia,2,18,2010,73.5,23.055555555555557,2010-02-18,2010-02
5486,South/Central America & Carribean,Brazil,,Brasilia,2,19,2010,72.6,22.555555555555554,2010-02-19,2010-02
5487,South/Central America & Carribean,Brazil,,Brasilia,2,20,2010,73.9,23.277777777777782,2010-02-20,2010-02
5488,South/Central America & Carribean,Brazil,,Brasilia,2,21,2010,76.2,24.555555555555557,2010-02-21,2010-02
5489,South/Central America & Carribean,Brazil,,Brasilia,2,22,2010,74.6,23.666666666666664,2010-02-22,2010-02
5490,South/Central America & Carribean,Brazil,,Brasilia,2,23,2010,75.3,24.055555555555557,2010-02-23,2010-02
5491,South/Central America & Carribean,Brazil,,Brasilia,2,24,2010,76.8,24.88888888888889,2010-02-24,2010-02
5492,South/Central America & Carribean,Brazil,,Brasilia,2,25,2010,75.8,24.333333333333332,2010-02-25,2010-02
5493,South/Central America & Carribean,Brazil,,Brasilia,2,26,2010,73.6,23.111111111111107,2010-02-26,2010-02
5494,South/Central America & Carribean,Brazil,,Brasilia,2,27,2010,74.0,23.333333333333332,2010-02-27,2010-02
5495,South/Central America & Carribean,Brazil,,Brasilia,2,28,2010,74.9,23.833333333333336,2010-02-28,2010-02
5496,South/Central America & Carribean,Brazil,,Brasilia,3,1,2010,75.7,24.27777777777778,2010-03-01,2010-03
5497,South/Central America & Carribean,Brazil,,Brasilia,3,2,2010,74.4,23.555555555555557,2010-03-02,2010-03
5498,South/Central America & Carribean,Brazil,,Brasilia,3,3,2010,72.0,22.22222222222222,2010-03-03,2010-03
5499,South/Central America & Carribean,Brazil,,Brasilia,3,4,2010,71.6,21.999999999999996,2010-03-04,2010-03
5500,South/Central America & Carribean,Brazil,,Brasilia,3,5,2010,73.5,23.055555555555557,2010-03-05,2010-03
5501,South/Central America & Carribean,Brazil,,Brasilia,3,6,2010,76.1,24.499999999999996,2010-03-06,2010-03
5502,South/Central America & Carribean,Brazil,,Brasilia,3,7,2010,74.5,23.61111111111111,2010-03-07,2010-03
5503,South/Central America & Carribean,Brazil,,Brasilia,3,8,2010,74.8,23.77777777777778,2010-03-08,2010-03
5504,South/Central America & Carribean,Brazil,,Brasilia,3,9,2010,75.2,24.0,2010-03-09,2010-03
5505,South/Central America & Carribean,Brazil,,Brasilia,3,10,2010,74.0,23.333333333333332,2010-03-10,2010-03
5506,South/Central America & Carribean,Brazil,,Brasilia,3,11,2010,73.4,23.000000000000004,2010-03-11,2010-03
5507,South/Central America & Carribean,Brazil,,Brasilia,3,12,2010,77.6,25.33333333333333,2010-03-12,2010-03
5508,South/Central America & Carribean,Brazil,,Brasilia,3,13,2010,76.6,24.777777777777775,2010-03-13,2010-03
5509,South/Central America & Carribean,Brazil,,Brasilia,3,14,2010,75.4,24.111111111111114,2010-03-14,2010-03
5510,South/Central America & Carribean,Brazil,,Brasilia,3,15,2010,76.4,24.66666666666667,2010-03-15,2010-03
5511,South/Central America & Carribean,Brazil,,Brasilia,3,16,2010,76.4,24.66666666666667,2010-03-16,2010-03
5512,South/Central America & Carribean,Brazil,,Brasilia,3,17,2010,73.8,23.22222222222222,2010-03-17,2010-03
5513,South/Central America & Carribean,Brazil,,Brasilia,3,18,2010,73.7,23.166666666666668,2010-03-18,2010-03
5514,South/Central America & Carribean,Brazil,,Brasilia,3,19,2010,73.8,23.22222222222222,2010-03-19,2010-03
5515,South/Central America & Carribean,Brazil,,Brasilia,3,20,2010,74.2,23.444444444444443,2010-03-20,2010-03
5516,South/Central America & Carribean,Brazil,,Brasilia,3,21,2010,74.3,23.5,2010-03-21,2010-03
5517,South/Central America & Carribean,Brazil,,Brasilia,3,22,2010,74.9,23.833333333333336,2010-03-22,2010-03
5518,South/Central America & Carribean,Brazil,,Brasilia,3,23,2010,70.0,21.11111111111111,2010-03-23,2010-03
5519,South/Central America & Carribean,Brazil,,Brasilia,3,24,2010,71.1,21.722222222222218,2010-03-24,2010-03
5520,South/Central America & Carribean,Brazil,,Brasilia,3,25,2010,72.6,22.555555555555554,2010-03-25,2010-03
5521,South/Central America & Carribean,Brazil,,Brasilia,3,26,2010,71.1,21.722222222222218,2010-03-26,2010-03
5522,South/Central America & Carribean,Brazil,,Brasilia,3,27,2010,72.3,22.38888888888889,2010-03-27,2010-03
5523,South/Central America & Carribean,Brazil,,Brasilia,3,28,2010,74.5,23.61111111111111,2010-03-28,2010-03
5524,South/Central America & Carribean,Brazil,,Brasilia,3,29,2010,73.1,22.83333333333333,2010-03-29,2010-03
5525,South/Central America & Carribean,Brazil,,Brasilia,3,30,2010,72.7,22.61111111111111,2010-03-30,2010-03
5526,South/Central America & Carribean,Brazil,,Brasilia,3,31,2010,71.3,21.833333333333332,2010-03-31,2010-03
5527,South/Central America & Carribean,Brazil,,Brasilia,4,1,2010,72.7,22.61111111111111,2010-04-01,2010-04
5528,South/Central America & Carribean,Brazil,,Brasilia,4,2,2010,71.1,21.722222222222218,2010-04-02,2010-04
5529,South/Central America & Carribean,Brazil,,Brasilia,4,3,2010,72.1,22.277777777777775,2010-04-03,2010-04
5530,South/Central America & Carribean,Brazil,,Brasilia,4,4,2010,69.3,20.72222222222222,2010-04-04,2010-04
5531,South/Central America & Carribean,Brazil,,Brasilia,4,5,2010,72.2,22.333333333333332,2010-04-05,2010-04
5532,South/Central America & Carribean,Brazil,,Brasilia,4,6,2010,72.8,22.666666666666668,2010-04-06,2010-04
5533,South/Central America & Carribean,Brazil,,Brasilia,4,7,2010,69.2,20.666666666666668,2010-04-07,2010-04
5534,South/Central America & Carribean,Brazil,,Brasilia,4,8,2010,67.9,19.944444444444446,2010-04-08,2010-04
5535,South/Central America & Carribean,Brazil,,Brasilia,4,9,2010,67.9,19.944444444444446,2010-04-09,2010-04
5536,South/Central America & Carribean,Brazil,,Brasilia,4,10,2010,69.2,20.666666666666668,2010-04-10,2010-04
5537,South/Central America & Carribean,Brazil,,Brasilia,4,11,2010,70.6,21.444444444444443,2010-04-11,2010-04
5538,South/Central America & Carribean,Brazil,,Brasilia,4,12,2010,68.4,20.222222222222225,2010-04-12,2010-04
5539,South/Central America & Carribean,Brazil,,Brasilia,4,13,2010,68.9,20.500000000000004,2010-04-13,2010-04
5540,South/Central America & Carribean,Brazil,,Brasilia,4,14,2010,69.9,21.055555555555557,2010-04-14,2010-04
5541,South/Central America & Carribean,Brazil,,Brasilia,4,15,2010,71.9,22.16666666666667,2010-04-15,2010-04
5542,South/Central America & Carribean,Brazil,,Brasilia,4,16,2010,74.1,23.388888888888886,2010-04-16,2010-04
5543,South/Central America & Carribean,Brazil,,Brasilia,4,17,2010,74.9,23.833333333333336,2010-04-17,2010-04
5544,South/Central America & Carribean,Brazil,,Brasilia,4,18,2010,75.2,24.0,2010-04-18,2010-04
